date,month,time,desc,type,year,event,dejeuner,entretien,deplacement,voyage
2022-11-30,11,17h00,Discours en l’honneur de la communauté française résidente aux Etats-Unis.,Discours,2022,True,False,False,False,False
2022-12-01,12,Toute la journée,Visite d'État aux Etats-Unis d'Amérique.,Voyage officiel,2022,True,False,False,False,True
2022-12-02,12,Toute la journée,Visite d'État aux Etats-Unis d'Amérique.,Voyage officiel,2022,True,False,False,False,True
2022-12-04,12,12h00,"Entretien téléphonique avec le Premier ministre de la République d’Irak, M. Mohammed Chia AL-SOUDANI.",Entretien,2022,True,False,True,False,False
2022-12-05,12,Matin,10ème anniversaire de l’ouverture du Site-mémorial du Camp des Milles.,Cérémonie officielle,2022,True,False,False,False,False
2022-12-05,12,Après-midi,Conseil national de la refondation consacré à l’éducation dans un collège d'Aix-en-Provence.,Déplacement,2022,True,False,False,True,False
2022-12-06,12,Toute la journée,Sommet UE-Balkans occidentaux à Tirana en République d'Albanie.,Sommet,2022,True,False,False,False,False
2022-12-07,12,09h00,"Entretien avec M. Mohamed BAZOUM, Président de la République du Niger.",Entretien,2022,True,False,True,False,False
2022-12-07,12,10h30,Conseil des ministres.,Conseil des ministres,2022,True,False,False,False,False
2022-12-08,12,12h35,Déplacement à l’occasion du CNR « santé » dans le département de la Vienne.,Déplacement,2022,True,False,False,True,False
2022-12-09,12,Après-midi,Sommet des pays du sud de l’Union européenne « EU MED » à Alicante en Espagne.,Sommet,2022,True,False,False,False,False
2022-12-12,12,Toute la journée,Session plénière du Conseil national de la refondation (CNR).,Réunion,2022,True,False,False,False,False
2022-12-12,12,20h30,"Dîner de travail avec M. Jonas Gahr STØRE, Premier ministre du Royaume de Norvège, et Mme Ursula VON DER LEYEN, Présidente de la Commission européenne.",Dîner,2022,True,False,False,False,False
2022-12-13,12,Matin,Conférence « Solidaires du peuple ukrainien ».,Conférence,2022,True,False,False,False,False
2022-12-13,12,Après-midi,Conférence franco-ukrainienne pour la résilience et la reconstruction.,Conférence,2022,True,False,False,False,False
2022-12-13,12,20h20,"Dîner de travail avec M. HUN Sen, Premier ministre du Royaume du Cambodge et Président de l'ASEAN.",Dîner,2022,True,False,False,False,False
2022-12-15,12,Toute la journée,Conseil européen.,Sommet,2022,True,False,False,False,False
2022-12-19,12,Toute la journée,Déplacement à bord du porte-avions Charles de Gaulle auprès des forces armées pour partager un repas de noël.,Déplacement,2022,True,False,False,True,False
2022-12-20,12,08h05,Deuxième Sommet de Bagdad pour la coopération et le partenariat au Royaume hachémite de Jordanie.,Sommet,2022,True,False,False,False,False
2022-12-22,12,10h00,Conseil des ministres.,Conseil des ministres,2022,True,False,False,False,False
2022-12-23,12,Après-midi,"Entretien téléphonique avec M. Ilham ALIEV, le Président de la République  d’Azerbaïdjan.",Entretien,2022,True,False,True,False,False
2022-12-31,12,20h00,Vœux 2023 aux Français.,Discours,2022,True,False,False,False,False
2023-01-03,01,13h00,"Entretien avec le Premier ministre du Royaume de Suède, M. Ulf KRISTERSSON.",Déjeuner,2023,True,True,False,False,False
2023-01-04,01,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-01-04,01,Après-midi,"Entretien téléphonique avec M. Volodymyr Zelensky, Président de la République d'Ukraine.",Entretien,2023,True,False,True,False,False
2023-01-05,01,11h00,Cérémonie de la galette de l’Epiphanie.,Discours,2023,True,False,False,False,False
2023-01-06,01,Matin,"Vœux aux acteurs de la santé depuis le Centre Hospitalier Sud Francilien (CHSF) à Evry, en Essonne.",Discours,2023,True,False,False,False,False
2023-01-09,01,09h00,Participation par visioconférence à la Conférence internationale pour un Pakistan résilient au changement climatique.,Conférence,2023,True,False,False,False,False
2023-01-09,01,17h00,Vœux aux autorités religieuses.,Réception,2023,True,False,False,False,False
2023-01-09,01,18h30,"Visite du chantier de la cathédrale Notre-Dame de Paris avec M. Fumio Kishida, Premier ministre du Japon.",Déplacement,2023,True,False,False,True,False
2023-01-09,01,20h00,"Dîner de travail avec M. Fumio Kishida, Premier ministre du Japon.",Entretien,2023,True,False,True,False,False
2023-01-10,01,10h00,"Entretien avec Andrej Babiš, ancien président du gouvernement de République tchèque.",Entretien,2023,True,False,True,False,False
2023-01-10,01,12h00,Vœux au Conseil constitutionnel.,Réception,2023,True,False,False,False,False
2023-01-11,01,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-01-11,01,13h00,"Entretien avec M. Entretien avec M. AZALI Assoumani, Président de l’Union des Comores, Président de l’Union des Comores.",Entretien,2023,True,False,True,False,False
2023-01-16,01,12h30,"Déjeuner avec Mme Ursula VON DER LEYEN, Présidente de la Commission européenne.",Déjeuner,2023,True,True,False,False,False
2023-01-16,01,15h30,"Entretien avec le Général d'armée Thierry BURKHARD, Chef d'État-Major des armées.",Entretien,2023,True,False,True,False,False
2023-01-17,01,09h30,Conseil de défense et de sécurité nationale.,Conseil de défense,2023,True,False,False,False,False
2023-01-17,01,11h30,Remerciements aux contributeurs de la Présidence française du Conseil de l’Union européenne.,Réception,2023,True,False,False,False,False
2023-01-17,01,15h30,"Entretien téléphonique avec Mme Giorgia MELONI, Présidente du Conseil des ministres de la République italienne.",Entretien,2023,True,False,True,False,False
2023-01-17,01,16h00,"Entretien avec Mme Catherine COLONNA, ministre de l'Europe et des Affaires étrangères.",Entretien,2023,True,False,True,False,False
2023-01-17,01,17h30,"Entretien en visioconférence avec M. Olaf SCHOLZ, Chancelier de la République fédérale d’Allemagne.",Entretien,2023,True,False,True,False,False
2023-01-17,01,18h30,Cérémonie de remise de décoration collective.,Réception,2023,True,False,False,False,False
2023-01-18,01,09h00,"Rencontre avec Adam SILVER, Commissioner de la National Basketball Association (NBA) et M. Jean-Pierre SIUTAT, Président de la Fédération Française de Basket-ball (FFBB).",Rencontre,2023,True,False,False,False,False
2023-01-18,01,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-01-18,01,12h00,"Entretien avec M. Sébastien LECORNU, ministre des Armées.",Entretien,2023,True,False,True,False,False
2023-01-18,01,13h00,"Déjeuner avec Mme Elisabeth BORNE, Première ministre",Entretien,2023,True,False,True,False,False
2023-01-18,01,18h00,"Réunion de suivi de la mise en œuvre des vœux aux acteurs de la santé en présence de Mme Elisabeth BORNE, Première ministre, M. François BRAUN, ministre de la Santé et de la Prévention.",Réunion,2023,True,False,False,False,False
2023-01-19,01,Toute la journée,Déplacement à Barcelone à l’occasion du 27ème Sommet franco-espagnol.,Sommet,2023,True,False,False,False,False
2023-01-20,01,Toute la journée,Vœux aux armées depuis la base aérienne 118 de Mont-de-Marsan.,Cérémonie officielle,2023,True,False,False,False,False
2023-01-22,01,11h00,"Célébration des 60 ans du traité de l’Elysée, en présence de M. Olaf SCHOLZ, Chancelier de la République fédérale d’Allemagne.",Cérémonie officielle,2023,True,False,False,False,False
2023-01-22,01,13h00,Conseil des ministres franco-allemand.,Conseil des ministres,2023,True,False,False,False,False
2023-01-22,01,18h00,Conseil franco-allemand de défense et de sécurité.,Conseil de défense,2023,True,False,False,False,False
2023-01-22,01,19h00,"Dîner avec M. Olaf SCHOLZ, Chancelier de la République fédérale d’Allemagne.",Dîner,2023,True,False,False,False,False
2023-01-23,01,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-01-24,01,13h00,"Déjeuner avec M. William RUTO, Président de la République du Kenya.",Déjeuner,2023,True,True,False,False,False
2023-01-24,01,17h00,"Entretien téléphonique avec M. Volodymyr Zelensky, Président de la République d'Ukraine.",Entretien,2023,True,False,True,False,False
2023-01-25,01,13h00,"Déjeuner avec M. Alassane OUATTARA, Président de la République de Côte d’Ivoire.",Déjeuner,2023,True,True,False,False,False
2023-01-26,01,09h30,Conseil de planification écologique.,Conseil des ministres,2023,True,False,False,False,False
2023-01-26,01,12h00,Visite inaugurale du centre « Station debout ».,Déplacement,2023,True,False,False,True,False
2023-01-26,01,16h00,"Entretien téléphonique avec M. Luiz Inacio Lula Da Silva, Président de la République fédérative du Brésil.",Entretien,2023,True,False,True,False,False
2023-01-26,01,17h00,"Entretien avec M. Umaro Sissoco EMBALO, Président de République de Guinée-Bissau.",Entretien,2023,True,False,True,False,False
2023-01-26,01,20h15,"Dîner de travail avec M. Mohammed Chia AL-SOUDANI, Premier ministre de la République d’Irak.",Dîner,2023,True,False,False,False,False
2023-01-27,01,19h00,Réception à l’occasion du Nouvel an du calendrier lunaire.,Réception,2023,True,False,False,False,False
2023-01-29,01,17h00,"Entretien téléphonique avec M. Benyamin NETANYAHOU, Premier ministre de l’État d’Israël.",Entretien,2023,True,False,True,False,False
2023-01-30,01,12h00,"Entretien avec Mme Catherine COLONNA, ministre de l'Europe et des Affaires étrangères.",Entretien,2023,True,False,True,False,False
2023-01-30,01,13h15,"Déjeuner avec Mme Elisabeth BORNE, Première ministre.",Déjeuner,2023,True,True,False,False,False
2023-01-30,01,18h15,"Entretien suivi d’un dîner avec M. Mark RUTTE, Premier ministre des Pays-Bas.  La Haye",Entretien,2023,True,False,True,False,False
2023-01-31,01,11h00,"Entretien avec M. Sébastien LECORNU, ministre des Armées.",Entretien,2023,True,False,True,False,False
2023-01-31,01,12h00,"Entretien avec M. Gérald DARMANIN, ministre de l’Intérieur et des Outre-mer.",Entretien,2023,True,False,True,False,False
2023-01-31,01,13h15,"Déjeuner avec Macky SALL, Président de la République du Sénégal.",Déjeuner,2023,True,True,False,False,False
2023-01-31,01,17h00,"Entretien avec M. Rouslan STEFANTCHOUK, Président de la Rada.",Entretien,2023,True,False,True,False,False
2023-01-31,01,18h30,"Entretien avec M. Oleksiy REZNIKOV, ministre de la Défense de la République d’Ukraine.",Entretien,2023,True,False,True,False,False
2023-02-01,02,11h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-02-01,02,13h15,"Déjeuner avec M. Charles MICHEL, Président du Conseil européen.",Déjeuner,2023,True,True,False,False,False
2023-02-01,02,18h30,Visioconférence de revue des engagements « Marseille en Grand ».,Réunion,2023,True,False,False,False,False
2023-02-02,02,20h00,"Dîner avec M. Benyamin NETANYAHOU, Premier ministre de l’Etat d’Israël.",Dîner,2023,True,False,False,False,False
2023-02-03,02,11h00,Conseil de politique du nucléaire.,Réunion,2023,True,False,False,False,False
2023-02-03,02,13h00,"Déjeuner avec M. François HOLLANDE, ancien Président de la République.",Déjeuner,2023,True,True,False,False,False
2023-02-06,02,10h00,"Entretien avec Mme Elisabeth BORNE, Première ministre.",Entretien,2023,True,False,True,False,False
2023-02-06,02,12h00,Entretien avec Mme Dominique ERIGNAC et ses enfants.,Entretien,2023,True,False,True,False,False
2023-02-06,02,13h00,"Déjeuner de travail avec M. Mahamat Idriss Déby Itno, Président de transition, chef de l’Etat, Président de la République du Tchad.",Déjeuner,2023,True,True,False,False,False
2023-02-06,02,16h00,"Entretien téléphonique avec M. Nikol PACHINIAN, Premier ministre d’Arménie.",Entretien,2023,True,False,True,False,False
2023-02-06,02,17h00,"Visioconférence avec Mme Ursula Von der Leyen, Présidente de la Commission européenne, M. Charles Michel, Président du Conseil européen et M. Olaf Scholz, Chancelier de la République fédérale d’Allemagne.",Réunion,2023,True,False,False,False,False
2023-02-06,02,17h45,"Entretien téléphonique avec Recep Tayyip Erdogan, Président de la République de Turquie.",Entretien,2023,True,False,True,False,False
2023-02-06,02,18h00,"Entretien téléphonique avec la Présidente du Conseil des ministres d’Italie, Mme Giorgia MELONI.",Entretien,2023,True,False,True,False,False
2023-02-06,02,18h30,Entretien téléphonique avec le Prince Albert II de Monaco.,Entretien,2023,True,False,True,False,False
2023-02-07,02,10h30,"Entretien téléphonique avec Ilham Aliev, Président de la République d'Azerbaïdjan.",Entretien,2023,True,False,True,False,False
2023-02-07,02,13h00,"Déjeuner avec M. Nicolas Sarkozy, ancien Président de la République.",Déjeuner,2023,True,True,False,False,False
2023-02-07,02,20h00,"Dîner de travail avec M. Abiy Ahmed, Premier ministre d’Ethiopie.",Dîner,2023,True,False,False,False,False
2023-02-08,02,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-02-08,02,21h00,"Accueil du Président de la République d'Ukraine, M. Volodymyr Zelensky et du Chancelier de la République fédérale d’Allemagne, M. Olaf Scholz.",Entretien,2023,True,False,True,False,False
2023-02-09,02,Toute la journée,Conseil européen.,Sommet,2023,True,False,False,False,False
2023-02-13,02,12h00,"Entretien avec Mme Elisabeth BORNE, Première ministre.",Entretien,2023,True,False,True,False,False
2023-02-13,02,13h00,"Entretien avec M. Tony BLAIR, ancien Premier ministre du Royaume-Uni.",Entretien,2023,True,False,True,False,False
2023-02-13,02,17h30,"Entretien avec Mme Chrysoula ZACHAROPOULOU, secrétaire d'État chargée du Développement, de la Francophonie et des Partenariats internationaux.",Entretien,2023,True,False,True,False,False
2023-02-13,02,20h30,"Dîner avec M. Gérard LARCHER, Président du Sénat.",Dîner,2023,True,False,False,False,False
2023-02-14,02,09h00,Conseil de défense et de sécurité nationale.,Conseil de défense,2023,True,False,False,False,False
2023-02-14,02,12h00,"Visioconférence avec M. Narendra MODI, Premier ministre de la République de l’Inde.",Réunion,2023,True,False,False,False,False
2023-02-14,02,13h15,"Déjeuner avec Mme Yaël BRAUN-PIVET, Présidente de l’Assemblée nationale.",Déjeuner,2023,True,True,False,False,False
2023-02-15,02,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-02-15,02,12h00,"Entretien avec M. Wang YI, directeur du bureau de la commission centrale chinoise en charge des affaires étrangères et conseiller des affaires d’Etat.",Entretien,2023,True,False,True,False,False
2023-02-15,02,16h00,"Entretien avec M. Gianni INFANTINO, Président de la Fédération Internationale de Football Association (FIFA).",Entretien,2023,True,False,True,False,False
2023-02-15,02,17h00,"Entretien avec le Cheikh Tamim ben Hamad AL THANI, Emir du Qatar.",Entretien,2023,True,False,True,False,False
2023-02-16,02,10h00,Réunion plénière du Forum de l’Islam de France (FORIF).,Réunion,2023,True,False,False,False,False
2023-02-16,02,12h00,Remise de décoration individuelle.,Cérémonie officielle,2023,True,False,False,False,False
2023-02-16,02,13h15,"Déjeuner avec M. Mohamed BAZOUM, Président de la République du Niger.",Déjeuner,2023,True,True,False,False,False
2023-02-16,02,16h00,"Entretien avec M. Masrour BARZANI, Premier ministre du Gouvernement régional du Kurdistan d’Irak.",Entretien,2023,True,False,True,False,False
2023-02-17,02,Toute la journée,Déplacement en Allemagne à l’occasion de la 59ème Conférence de Munich sur la sécurité 2023.,Voyage officiel,2023,True,False,False,False,True
2023-02-20,02,17h00,Réception des acteurs de la French Tech.,Réception,2023,True,False,False,False,False
2023-02-21,02,05h00,Déplacement au marché d'intérêt national de Rungis.,Déplacement,2023,True,False,False,True,False
2023-02-21,02,11h45,"Entretien avec Bruno Le Maire, ministre de l'Économie, des Finances et de la Souveraineté industrielle et numérique.",Entretien,2023,True,False,True,False,False
2023-02-22,02,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-02-22,02,12h00,"Entretien avec Isabelle Rome, ministre déléguée auprès de la Première ministre, chargée de l'Égalité entre les femmes et les hommes, de la Diversité et de l'Égalité des chances.",Entretien,2023,True,False,True,False,False
2023-02-22,02,13h15,"Déjeuner avec Elisabeth Borne, Première ministre.",Déjeuner,2023,True,True,False,False,False
2023-02-22,02,15h30,Entretien avec Mme Christiane Lambert et des représentants de la Fédération nationale des syndicats d'exploitants agricoles.,Entretien,2023,True,False,True,False,False
2023-02-22,02,16h45,Rencontre avec des représentants des Jeunes Agriculteurs.,Rencontre,2023,True,False,False,False,False
2023-02-22,02,18h00,Remise de décorations collective.,Cérémonie officielle,2023,True,False,False,False,False
2023-02-23,02,10h00,Conseil de défense et de sécurité nationale.,Conseil de défense,2023,True,False,False,False,False
2023-02-23,02,13h00,Déjeuner avec des représentants de l’Association nationale des industries alimentaires.,Déjeuner,2023,True,True,False,False,False
2023-02-23,02,15h30,Rencontre avec des représentants de la Coordination rurale.,Rencontre,2023,True,False,False,False,False
2023-02-23,02,16h15,Rencontre avec des représentants de la Confédération paysanne.,Rencontre,2023,True,False,False,False,False
2023-02-23,02,17h00,Rencontre avec des représentants du Mouvement de défense des exploitants familiaux.,Rencontre,2023,True,False,False,False,False
2023-02-23,02,17h45,"Rencontre avec Sébastien WIindsor, Président des Chambres d'agriculture.",Rencontre,2023,True,False,False,False,False
2023-02-24,02,15h00,Visioconférence des chefs d’Etat et de gouvernement du G7.,Réunion,2023,True,False,False,False,False
2023-02-24,02,17h00,Réception des acteurs du monde agricole outre-mer.,Réception,2023,True,False,False,False,False
2023-02-25,02,Toute la journée,Inauguration et visite du salon international de l’agriculture.,Déplacement,2023,True,False,False,True,False
2023-03-01,03,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-03-01,03,Après-midi,Déplacement au Gabon.,Voyage officiel,2023,True,False,False,False,True
2023-03-02,03,Toute la journée,Déplacement au Gabon.,Voyage officiel,2023,True,False,False,False,True
2023-03-03,03,Matin,Déplacement en Angola.,Voyage officiel,2023,True,False,False,False,True
2023-03-03,03,Après-midi,Déplacement au Congo-Brazzaville.,Voyage officiel,2023,True,False,False,False,True
2023-03-04,03,Toute la journée,Déplacement en République Démocratique du Congo.,Voyage officiel,2023,True,False,False,False,True
2023-03-07,03,11h00,Réunion de ministres « Quartier 2030 ».,Réunion,2023,True,False,False,False,False
2023-03-07,03,13h00,"Déjeuner de travail avec M. Patrice TALON, Président de la République du Bénin.",Déjeuner,2023,True,True,False,False,False
2023-03-07,03,17h45,"Entretien téléphonique avec M. Joe BIDEN, Président des Etats-Unis d’Amérique.",Entretien,2023,True,False,True,False,False
2023-03-08,03,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-03-08,03,12h00,"Entretien avec Mme Catherine COLONNA, ministre de l’Europe et des Affaires étrangères.",Entretien,2023,True,False,True,False,False
2023-03-08,03,13h15,"Déjeuner avec Mme Elisabeth Borne, Première ministre.",Déjeuner,2023,True,True,False,False,False
2023-03-08,03,16h00,Hommage national à Gisèle Halimi.,Cérémonie officielle,2023,True,False,False,False,False
2023-03-08,03,18h00,Remise de décoration collective.,Cérémonie officielle,2023,True,False,False,False,False
2023-03-09,03,09h30,Echange avec les députés de la majorité membres de la commission de défense  nationale et des forces armées.,Réunion,2023,True,False,False,False,False
2023-03-09,03,12h00,"Remise du rapport annuel de la Cour des comptes par M. Pierre Moscovici, Premier président de la Cour des comptes.",Remise de rapport,2023,True,False,False,False,False
2023-03-09,03,18h00,Discours à l’occasion des 40 ans du Comité consultatif national d’éthique.,Discours,2023,True,False,False,False,False
2023-03-09,03,20h30,Dîner sur le thème de la fin de vie.,Dîner,2023,True,False,False,False,False
2023-03-10,03,Toute la journée,36ème Sommet Franco-Britannique.,Sommet,2023,True,False,False,False,False
2023-03-10,03,16h00,"Entretien avec Mia Mottley, Première ministre de la Barbade.",Entretien,2023,True,False,True,False,False
2023-03-11,03,10h00,Cérémonie nationale d’hommage aux victimes du terrorisme.,Cérémonie officielle,2023,True,False,False,False,False
2023-03-13,03,11h00,"Entretien avec M. Gérald DARMANIN, ministre de l’Intérieur.",Entretien,2023,True,False,True,False,False
2023-03-13,03,12h30,"Entretien téléphonique avec M. Kyriákos MITSOTAKIS, Premier ministre de  la République hellénique.",Entretien,2023,True,False,True,False,False
2023-03-13,03,15h30,Rencontre avec les présidents des associations d’élus locaux.,Entretien,2023,True,False,True,False,False
2023-03-13,03,20h00,"Dîner de travail avec Viktor Orban, Premier ministre de Hongrie.",Dîner,2023,True,False,False,False,False
2023-03-14,03,10h00,Conseil de défense et de sécurité nationale.,Conseil de défense,2023,True,False,False,False,False
2023-03-14,03,15h00,"Entretien avec M. Tony ESTANGUET, Président du COJOP Paris 2024 et M.  Thomas JOLLY, directeur artistique des cérémonies.",Entretien,2023,True,False,True,False,False
2023-03-14,03,16h30,Rencontre avec les agents des services de l'Etat mobilisés en Ile-de-France .,Déplacement,2023,True,False,False,True,False
2023-03-14,03,16h30,Réunion de travail suivi d’une rencontre avec les agents des services de l’Etat mobilisés en Ile de France sur les Jeux Olympiques et Paralympiques de Paris 2024. Préfecture de la Région Ile-de-France.,Rencontre,2023,True,False,False,False,False
2023-03-14,03,19h00,Mardis de l’Elysée.,Rencontre,2023,True,False,False,False,False
2023-03-15,03,10h00,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-03-15,03,13h15,"Déjeuner avec M. Sébastien LECORNU, ministre des Armées et les Chefs  d’état-major des Armées.",Déjeuner,2023,True,True,False,False,False
2023-03-15,03,20h30,"Réunion avec Mme Elisabeth BORNE, Première ministre, M. Olivier DUSSOPT, ministre du Travail, du Plein emploi et de l&#39;Insertion et M. Franck RIESTER, ministre délégué chargé des Relations avec le Parlement.",Entretien,2023,True,False,True,False,False
2023-03-16,03,08h15,Réunion avec des membres du Gouvernement et des représentants de la  majorité.,Réunion,2023,True,False,False,False,False
2023-03-16,03,10h00,Intervention pour la clôture des Etats Généraux de la diplomatie. Ministère des Affaires étrangères et de l’Europe.,Discours,2023,True,False,False,False,False
2023-03-16,03,12h00,Réunion avec des membres du Gouvernement et des représentants de la majorité.,Entretien,2023,True,False,True,False,False
2023-03-16,03,13h00,"Déjeuner avec M. Serge WEINBERG, Président du Conseil d’Administration de SANOFI, M. Paul HUDSON, Directeur général de SANOFI, et Mme Audrey DERVELOY, Présidente de SANOFI France.",Déjeuner,2023,True,True,False,False,False
2023-03-16,03,14h00,Réunion avec des membres du Gouvernement et des représentants de la majorité.,Réunion,2023,True,False,False,False,False
2023-03-16,03,14h40,Conseil des ministres.,Conseil des ministres,2023,True,False,False,False,False
2023-03-16,03,16h00,"Entretien M. Sultan AL JABER, Président de la COP28.",Entretien,2023,True,False,True,False,False
2023-03-17,03,10h00,"Entretien téléphonique avec Mme. Maia SANDU, Présidente de la République  de Moldavie.",Entretien,2023,True,False,True,False,False
2023-03-17,03,10h30,Réception des lauréats de la deuxième promotion de l’initiative Marianne pour  les défenseurs des Droits de l'Homme.,Réception,2023,True,False,False,False,False
2023-03-17,03,12h15,Remise de décoration individuelle.,Cérémonie officielle,2023,True,False,False,False,False
