date,month,time,desc,type,year,event
2018-07-17,07,12h45,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-07-17,07,13h30,"Entretien, puis déjeuner suivi d’une déclaration à la presse avec M. Aleksandar Vučić, Président de la République de la Serbie.",,2018,True
2018-07-17,07,16h00,"Entretien avec M. Bruno LASSERRE, Vice-président du Conseil d’Etat.",,2018,True
2018-07-17,07,17h30,Evènement mobilisation des entreprises pour les territoires.,,2018,True
2018-07-18,07,08h30,Entretien avec le Premier ministre.,,2018,True
2018-07-18,07,09h00,Conseil restreint de Défense.,,2018,True
2018-07-18,07,10h00,Conseil des ministres.,,2018,True
2018-07-18,07,14h00,Déplacement en Dordogne.,,2018,True
2018-07-19,07,08h00,Déplacement en Dordogne.,,2018,True
2018-07-20,07,10h00,Réunion avec les syndicats agricoles.,,2018,True
2018-07-20,07,13h00,"Déjeuner avec M. Ilham ALIYEV, Président de la République d'Azerbaïdjan.",,2018,True
2018-07-20,07,15h00,"Entretien avec M. Nicolas HULOT, ministre de la Transition écologique et solidaire.",,2018,True
2018-07-23,07,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-07-23,07,15h00,"Entretien avec M. Jean-Michel BLANQUER, ministre de l’Education nationale",,2018,True
2018-07-23,07,17h00,"Entretien avec M. Jack LANG, président de l’Institut du Monde Arabe.",,2018,True
2018-07-24,07,10h00,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-07-24,07,11h00,"Entretien avec Mme Brigitte BARDOT, fondatrice et présidente de la Fondation Brigitte Bardot.",,2018,True
2018-07-24,07,15h00,"Entretien avec M. Didier MIGAUD, Premier président de la Cour des Comptes",,2018,True
2018-07-25,07,08h30,Entretien avec le Premier ministre.,,2018,True
2018-07-25,07,09h00,Conseil restreint de Défense.,,2018,True
2018-07-25,07,10h00,Conseil des ministres.,,2018,True
2018-07-25,07,16h00,Déplacement dans les Hautes-Pyrénées.,,2018,True
2018-07-26,07,10h00,Déplacement dans les Hautes-Pyrénées.,,2018,True
2018-07-27,07,13h00,Déplacement en République portugaise. (Lisbonne).,,2018,True
2018-07-27,07,20h00,Déplacement au Royaume d’Espagne. (Madrid),,2018,True
2018-07-30,07,10h00,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",,2018,True
2018-07-30,07,12h00,"Entretien avec Mme Sophie CLUZEL, secrétaire d’Etat, chargée des Personnes Handicapées.",,2018,True
2018-07-30,07,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-07-30,07,18h30,"Entretien avec Mme Elisabeth BORNE, ministre des Transports.",,2018,True
2018-07-31,07,11h00,"Réunion de travail avec Mme Agnès BUZYN, ministre des Solidarités et de la Santé, Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice et Mme Frédérique VIDAL ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation.",,2018,True
2018-07-31,07,12h00,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",,2018,True
2018-07-31,07,18h00,"Entretien avec M. Jean-Marc SAUVÉ, ancien Vice-président du Conseil d’Etat, Président de la Fondation des Apprentis d’Auteuil.",,2018,True
2018-07-31,07,18h30,"Entretien avec M. Bruno LE MAIRE, ministre de l’Economie et des Finances",,2018,True
2018-08-01,08,10h00,"Entretien avec M. Jacques MEZARD, ministre de la Cohésion desTerritoires.",,2018,True
2018-08-01,08,17h00,"Entretien avec M. Bernard EMIÉ, directeur général de la Sécurité extérieure.",,2018,True
2018-08-03,08,08h30,Entretien avec le Premier ministre.,,2018,True
2018-08-03,08,09h00,Conseil restreint de Défense.,,2018,True
2018-08-03,08,10h00,Conseil des ministres.,,2018,True
2018-08-03,08,18h00,"Réunion de travail au Fort de Brégançon avec Mme Theresa MAY, Première ministre britannique, suivie d’un dîner privé en présence de Mme. Brigitte MACRON et M. Philip MAY.",,2018,True
2018-08-27,08,11h00,Conférence des ambassadeurs et ambassadrices.,,2018,True
2018-08-27,08,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-08-27,08,16h00,"Entretien avec M. Willy SCHRAEN, Président de la fédération nationale de la chasse en présence de MM. Nicolas HULOT, ministre de la Transition écologique et solidaire et Sébastien LECORNU, secrétaire d’Etat auprès du ministre de la Transition écologique et solidaire.",,2018,True
2018-08-29,08,16h00,Visite officielle en République de Finlande. Helsinki,,2018,True
2018-08-30,08,09h00,Visite officielle en République de Finlande. Helsinki,,2018,True
2018-08-31,08,08h30,Entretien avec le Premier ministre.,,2018,True
2018-08-31,08,09h00,Conseil restreint de Défense.,,2018,True
2018-08-31,08,10h00,Conseil des ministres suivi d’un séminaire gouvernemental.,,2018,True
2018-08-31,08,16h30,Cérémonie de remise de lettres de créances aux ambassadeurs et ambassadrices.,,2018,True
2018-09-03,09,09h00,"Déplacement dans le cadre de la rentrée scolaire, en présence de M. Jean-Michel BLANQUER, ministre de l’Education nationale et Mme Sophie CLUZEL, secrétaire d’Etat chargée des personnes handicapées (Mayenne)",,2018,True
2018-09-04,09,11h15,"Réunion ministérielle en présence du Premier ministre et de M. Gérald DARMANIN, ministre de l’Action et des Comptes Publics.",,2018,True
2018-09-04,09,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-09-04,09,19h30,Participation aux cérémonies de Roch Hachana (Grande Synagogue de Paris),,2018,True
2018-09-05,09,08h30,Entretien avec le Premier ministre.,,2018,True
2018-09-05,09,09h00,Conseil restreint de Défense.,,2018,True
2018-09-05,09,10h00,"Conseil des ministres, suivi d’un séminaire gouvernemental.",,2018,True
2018-09-05,09,16h00,"Entretien avec M. Pierre MOSCOVICI, commissaire européen chargé des affaires économiques et monétaires, de la fiscalité et des douanes.",,2018,True
2018-09-06,09,09h00,Déplacement au Grand-Duché de Luxembourg.,,2018,True
2018-09-07,09,15h00,"Entretien avec Mme Angela MERKEL, Chancelière de la République  fédérale d’Allemagne.",,2018,True
2018-09-10,09,11h00,"Entretien avec Mme Audrey AZOULAY, directrice générale de l’UNESCO.",,2018,True
2018-09-11,09,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-09-11,09,15h30,Rencontre avec des représentants de Reporters Sans Frontières et de l’initiative « Information et Démocratie »,,2018,True
2018-09-12,09,08h30,Entretien avec le Premier ministre.,,2018,True
2018-09-12,09,10h00,Conseil des ministres.,,2018,True
2018-09-12,09,15h30,"Entretien avec M. Alain BERSET, Président de la Confédération Suisse.",,2018,True
2018-09-12,09,18h00,"Réception de son Altesse impériale NARUHITO, Prince Héritier du Japon. Château de Versailles",,2018,True
2018-09-13,09,10h00,Discours relatif à la prévention et la lutte contre la pauvreté. Musée de l’Homme,,2018,True
2018-09-14,09,13h00,"Déjeuner avec M. Nikol PACHINIAN, Premier ministre de la République d’Arménie.",,2018,True
2018-09-14,09,15h00,"Entretien avec le Général d’Armée François LECOINTRE, Chef d’Etat-major des armées.",,2018,True
2018-09-14,09,18h30,Visite de l’exposition Picasso Bleu et Rose. Musée d’Orsay,,2018,True
2018-09-15,09,11h00,Déplacement à Bougival dans le cadre des Journées Européennes du Patrimoine. Bougival,,2018,True
2018-09-17,09,10h00,"Entretien avec M. Sebastian KURZ, Chancelier fédéral d’Autriche.",,2018,True
2018-09-17,09,11h15,"Entretien avec M. François de RUGY, ministre de la Transition écologique et solidaire.",,2018,True
2018-09-17,09,13h00,Déjeuner avec le Premier ministre.,,2018,True
2018-09-17,09,15h00,"Rencontre avec des ONG actives à l’international, en présence de M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères, M. Jean-Baptiste LEMOYNE, secrétaire d’Etat auprès du ministre de l’Europe et des Affaires étrangères, et Mme Brune POIRSON, secrétaire d’Etat auprès du ministre de la Transition écologique et solidaire.",,2018,True
2018-09-17,09,17h30,"Entretien avec MM. Laurent FABIUS, président du Conseil constitutionnel et Erik SOLHEIM, co-facilitateur du Pacte Mondial pour l’Environnement (PME).",,2018,True
2018-09-18,09,10h00,Discours relatif à la Stratégie de transformation du système de Santé.,,2018,True
2018-09-18,09,13h00,"Déjeuner avec M. Donald TUSK, président du Conseil européen.",,2018,True
2018-09-18,09,17h00,"Entretien avec Son Altesse le Prince Karim Aga Khan, chef de la Communauté des Ismaéliens.",,2018,True
2018-09-18,09,18h00,"Entretien avec M. Alain ROUSSET, président de la région Nouvelle Aquitaine.",,2018,True
2018-09-18,09,19h30,"Entretien avec M. Richard FERRAND, président de l’Assemblée nationale.",,2018,True
2018-09-19,09,08h30,Entretien avec le Premier ministre.,,2018,True
2018-09-19,09,09h00,Conseil restreint de Défense.,,2018,True
2018-09-19,09,10h00,Conseil des ministres.,,2018,True
2018-09-19,09,15h00,Cérémonies d’hommage aux victimes du terrorisme. Hôtel national des Invalides – Jardins de l’intendant,,2018,True
2018-09-19,09,19h30,Dîner des Chefs d’Etat et de Gouvernement européens à l’occasion du Sommet informel de Salzbourg. République d’Autriche,,2018,True
2018-09-20,09,09h00,Sommet informel des Chefs d’Etat et de Gouvernement européens de Salzbourg.  République d’Autriche,,2018,True
2018-09-21,09,15h00,"Entretien, suivi d’une conférence de presse avec M. Mahmoud ABBAS, président de l’Autorité palestinienne.",,2018,True
2018-09-21,09,17h00,"Entretien avec Mme Barbara CASSIN, philosophe, membre élu à  l’Académie française.",,2018,True
2018-09-21,09,18h00,Rencontre avec des parlementaires de la majorité de la Commission des Finances de l’Assemblée nationale.,,2018,True
2018-09-24,09,08h30,Entretien avec le Premier ministre.,,2018,True
2018-09-24,09,09h00,Conseil restreint de Défense.,,2018,True
2018-09-24,09,10h00,Conseil des ministres.,,2018,True
2018-09-24,09,15h00,73ème session de l’Assemblée générale des Nations Unies (New-York),,2018,True
2018-09-25,09,08h00,73ème session de l’Assemblée générale des Nations Unies (New-York),,2018,True
2018-09-26,09,08h00,73ème session de l’Assemblée générale des Nations Unies (New-York),,2018,True
2018-09-27,09,08h00,Déplacement en Martinique.,,2018,True
2018-09-28,09,08h00,Déplacement en Guadeloupe.,,2018,True
2018-09-29,09,08h00,Déplacement à Saint-Martin.,,2018,True
2018-09-30,09,08h00,Déplacement à Saint-Martin et à Saint-Barthélemy.,,2018,True
2018-10-01,10,09h00,Diner avec des chefs d’entreprise du secteur de l’automobile.,,2018,True
2018-10-01,10,19h30,Rencontre avec les participants du panel de haut niveau (HLP) de la Fédération Internationale de l’Automobile (FIA).,,2018,True
2018-10-02,10,12h00,Entretien avec le Premier ministre.,,2018,True
2018-10-02,10,18h00,Rencontre avec les parlementaires de la majorité des commissions des Affaires sociales du Sénat et de l’Assemblée Nationale.,,2018,True
2018-10-03,10,08h30,Entretien avec le Premier ministre.,,2018,True
2018-10-03,10,09h00,Conseil restreint de Défense.,,2018,True
2018-10-03,10,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-10-03,10,16h00,Déplacement au Mondial de l’Automobile,,2018,True
2018-10-04,10,08h00,Déplacement à Colombey-les-Deux-Eglises.,,2018,True
2018-10-04,10,17h00,Discours à l’occasion du 60ème anniversaire de la Constitution de 1958 (au Conseil Constitutionnel),,2018,True
2018-10-05,10,18h30,Visite de l’exposition MIRO en présence de Leurs Majestés le Roi et la Reine d’Espagne Felipe VI et Letizia.,,2018,True
2018-10-05,10,20h00,Dîner en l’honneur de Leurs Majestés le Roi et la Reine d’Espagne Felipe VI et Letizia.,,2018,True
2018-10-10,10,08h30,Entretien avec le Premier ministre.,,2018,True
2018-10-10,10,09h00,Conseil restreint de Défense.,,2018,True
2018-10-10,10,10h00,Conseil des ministres.,,2018,True
2018-10-10,10,19h00,Déplacement en République d’Arménie dans le cadre du XVIIème Sommet de la Francophonie. Erevan,,2018,True
2018-10-11,10,10h00,"Déplacement en République d’Arménie, dans le cadre du XVIIème Sommet de la Francophonie. Erevan",,2018,True
2018-10-12,10,10h00,Déplacement en République d’Arménie dans le cadre du XVIIème Sommet de la Francophonie. Erevan,,2018,True
2018-10-15,10,12h00,"Entretien avec Mme Florence PARLY, ministre des Armées.",,2018,True
2018-10-15,10,13h15,Déjeuner avec le Premier ministre.,,2018,True
2018-10-15,10,16h00,"Entretien, suivi d’une conférence de presse avec M. MOON Jae-in, Président de la République de Corée à l’occasion de sa visite d’Etat en France.",,2018,True
2018-10-15,10,20h00,"Dîner d'Etat offert en l'honneur de M. MOON Jae-in, Président de la République de Corée, et de Mme KIM Jung-Sook.",,2018,True
2018-10-16,10,10h00,"Entretien avec M. Jean ROTTNER, Président du Conseil régional du Grand Est.",,2018,True
2018-10-16,10,12h00,"Entretien avec M. Hervé MORIN, Président des Régions de France.",,2018,True
2018-10-16,10,13h15,"Déjeuner avec M. Andrej PLENKOVIC, Premier ministre de Croatie.",,2018,True
2018-10-16,10,16h00,"Entretien avec M. Gérard LARCHER, Président du Sénat et M. Dominique BUSSEREAU, Président de l'Assemblée des départements de France (ADF).",,2018,True
2018-10-16,10,19h00,Visite de l’exposition « Cités millénaires » à l'Institut du Monde arabe.,,2018,True
2018-10-17,10,08h30,Entretien avec le Premier ministre.,,2018,True
2018-10-17,10,09h00,Conseil restreint de Défense.,,2018,True
2018-10-17,10,10h00,Conseil des ministres.,,2018,True
2018-10-17,10,13h00,"Déjeuner, suivi d’une conférence de presse avec M. Shinzo ABE, Premier ministre du Japon.",,2018,True
2018-10-17,10,15h00,Conseil européen.,,2018,True
2018-10-18,10,08h00,Conseil européen.,,2018,True
2018-10-18,10,14h00,12ème sommet du dialogue Europe-Asie (ASEM).,,2018,True
2018-10-19,10,09h00,12ème sommet du dialogue Europe-Asie (ASEM).,,2018,True
2018-10-19,10,15h00,"Entretien avec M. Xavier BERTRAND, Président du Conseil régional des Hauts-de-France.",,2018,True
2018-10-19,10,18h00,"Réception en l’honneur des artistes et de la création, à l’occasion de la Foire internationale d’art contemporain 2018 (FIAC).",,2018,True
2018-10-22,10,Toute la journée,Déplacement dans l’Aude.,,2018,True
2018-10-22,10,18h00,Cérémonie collective de remise de décorations.,,2018,True
2018-10-23,10,11h30,"Entretien avec M. Tim COOK, PDG d’Apple.",,2018,True
2018-10-23,10,13h00,"Déjeuner, suivi d’une visite au Salon Euronaval. Le Bourget",,2018,True
2018-10-24,10,08h00,Entretien avec le Premier ministre.,,2018,True
2018-10-24,10,09h00,Conseil restreint de Défense.,,2018,True
2018-10-24,10,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-10-24,10,15h00,"Rencontre avec des acteurs de l’énergie, en présence de MM. François de RUGY, ministre de la Transition Ecologique et Solidaire, Bruno LE MAIRE, ministre de l’Economie et des Finances et Mme Frédérique VIDAL, ministre de l’Enseignement Supérieur, de la Recherche et de l’Innovation.",,2018,True
2018-10-25,10,10h00,"Réunion ministérielle avec le Premier ministre, en présence de M. François de RUGY, ministre de la Transition Ecologique et Solidaire, M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires Etrangères, Mme Florence PARLY, ministre des Armées, M. Bruno LE MAIRE, ministre de l’Economie et des Finances, M. Gérald DARMANIN, ministre de l’Action et des Comptes Publics, et Mme Frédérique VIDAL, ministre de l’Enseignement Supérieur, de la Recherche et de l’Innovation.",,2018,True
2018-10-25,10,15h00,"Entretien avec avec Mme Nadia MURAD BASEE TAHA, co-récipiendaire du Prix Nobel de la Paix 2018",Rencontre,2018,True
2018-10-25,10,17h30,"Réunion avec le Premier ministre et M. Christophe CASTANER, ministre de l’Intérieur.",,2018,True
2018-10-26,10,08h00,Déplacement en République Tchèque et en République Slovaque.,,2018,True
2018-10-27,10,08h00,Déplacement en République Tchèque et en République Slovaque.,,2018,True
2018-10-27,10,14h00,"Sommet consacré à la situation en Syrie avec la République de Turquie, la République fédérale d'Allemagne et la Fédération de Russie. Istanbul",,2018,True
2018-10-29,10,10h30,"Entretien avec M. François BAROIN, Président de l’Association des Maires de France (AMF).",,2018,True
2018-10-29,10,12h00,Entretien avec le Premier ministre.,,2018,True
2018-10-29,10,13h00,"Déjeuner avec des élus locaux de la région Grand Est en présence du Premier ministre, de Mme Jacqueline GOURAULT, ministre de la Cohésion des territoires et des Relations avec les collectivités territoriales, et de M. Sébastien LECORNU, ministre chargé des Collectivités territoriales.",,2018,True
2018-10-29,10,15h00,Echange avec des associations de défense des droits de l’homme.,,2018,True
2018-10-29,10,17h00,"Entretien, suivi d’une déclaration conjointe à la presse, avec M. Abiy AHMED, Premier ministre de la République fédérale démocratique d’Ethiopie.",,2018,True
2018-10-30,10,08h30,Entretien avec le Premier ministre.,,2018,True
2018-10-30,10,09h00,Conseil restreint de Défense.,,2018,True
2018-10-30,10,10h00,Conseil des ministres.,,2018,True
2018-10-30,10,13h00,"Déjeuner avec des élus locaux de la région Hauts-de-France en présence du Premier ministre, de Mme Jacqueline GOURAULT, ministre de la Cohésion des territoires et des Relations avec les collectivités territoriales, de MM. Gérald DARMANIN, ministre de l’Action et des Comptes publics et Sébastien LECORNU, ministre chargé des Collectivités territoriales.",,2018,True
2018-11-04,11,18h30,Ouverture de l’itinérance mémorielle dans le cadre des Commémorations du Centenaire de l’Armistice du 11 novembre 1918 Strasbourg - Bas-Rhin,,2018,True
2018-11-05,11,10h00,Déplacement à Morhange. Moselle,,2018,True
2018-11-05,11,16h00,Déplacement à Pont-à-Mousson. Meurthe-et-Moselle,,2018,True
2018-11-06,11,10h00,Déplacement aux Eparges. Meuse,Discours,2018,True
2018-11-06,11,16h00,Déplacement à Verdun. Meuse,,2018,True
2018-11-06,11,18h00,Déplacement à Reims. Marne,Discours,2018,True
2018-11-07,11,10h00,Déplacement à Charleville-Mézières. Ardennes,,2018,True
2018-11-07,11,16h00,Déplacement à Rozoy-sur-Serre. Aisne,Discours,2018,True
2018-11-08,11,10h00,Déplacement à Feignies et Maubeuge. Nord,Discours,2018,True
2018-11-08,11,16h00,Déplacement à Notre-Dame-de-Lorette et Arras. Pas-de-Calais,Cérémonie officielle,2018,True
2018-11-09,11,10h00,Déplacement à Lens. Pas-de-Calais,Discours,2018,True
2018-11-09,11,16h00,Déplacement à Albert et Péronne. Somme,,2018,True
2018-11-10,11,15h30,"Commémoration de la signature de l’Armistice avec Mme Angela MERKEL, Chancelière de la République fédérale d'Allemagne à la clairière de Rethondes. Compiègne - Oise",,2018,True
2018-11-10,11,20h30,"Dîner en présence des chefs d'État, de gouvernement et dirigeants d'organisations internationales présents à Paris, précédé d'une visite de l'exposition ""Picasso. Bleu et rose"" au Musée d'Orsay.",Dîner,2018,True
2018-11-11,11,11h00,Cérémonie internationale du Centenaire de l’Armistice du 11 novembre 1918 à l’Arc de triomphe.,Cérémonie officielle,2018,True
2018-11-11,11,13h30,Déjeuner offert par le Président de la République en l’honneur des chefs d’Etat et de gouvernement présents à la cérémonie internationale. Palais de l’Elysée,Déjeuner,2018,True
2018-11-11,11,15h30,Forum de Paris sur la Paix. Grande halle de la Villette,Sommet,2018,True
2018-11-12,11,11h00,"Entretien avec M. Antonio GUTERRES, Secrétaire général des Nations-Unies.",Entretien,2018,True
2018-11-12,11,12h00,"Entretien avec M. Alassane OUATTARA, Président de la République de Côte d’Ivoire.",Entretien,2018,True
2018-11-12,11,13h00,"Déjeuner donné à l’occasion de la Paris Digital Week en présence de MMES Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice, Brune POIRSON, secrétaire d'État auprès du ministre de la Transition écologique et solidaire, et MM. Bruno LEMAIRE, ministre de l’Economie et des Finances, Franck RIESTER, ministre de la Culture, Gérald DARMANIN, ministre de l’Action et des Comptes publics et Mounir MAHJOUBI, secrétaire d’Etat chargé du Numérique.",Déjeuner,2018,True
2018-11-12,11,15h30,Discours dans le cadre du Forum sur la Gouvernance de l’Internet. UNESCO,Discours,2018,True
2018-11-12,11,17h00,Entretien avec le Premier ministre.,Entretien,2018,True
2018-11-14,11,09h00,Conseil restreint de Défense.,Conseil de défense,2018,True
2018-11-14,11,09h00,Entretien avec le Premier ministre.,Entretien,2018,True
2018-11-14,11,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-11-14,11,14h00,Déplacement sur le porte-avions Charles-de-Gaulle. Toulon,Rencontre,2018,True
2018-11-14,11,14h00,Déplacement sur le porte-avions Charles-de-Gaulle. Toulon,Voyage officiel,2018,True
2018-11-15,11,10h00,Déplacement au Maroc dans le cadre de l’inauguration de la ligne grande vitesse entre Tanger et Casablanca.,Voyage officiel,2018,True
2018-11-15,11,20h00,Réception en l’honneur du prix Goncourt des lycéens  - Palais de l’Elysée,Réception,2018,True
2018-11-16,11,10h00,Déplacement à Besançon à l’occasion de l’inauguration du Musée des beaux arts et d’archéologie. Doubs,Cérémonie officielle,2018,True
2018-11-18,11,10h00,Déplacement en République fédérale d’Allemagne.,Voyage officiel,2018,True
2018-11-19,11,Toute la journée,Visite d’Etat au Royaume de Belgique.,Voyage officiel,2018,True
2018-11-20,11,18h30,"Remise du rapport annuel de Mme Geneviève AVENARD, défenseure des enfants, en présence de Mme Agnès BUZYN, ministre des Solidarités et de la Santé et de M. Jacques TOUBON, défenseur des droits, à l'occasion de la journée internationale des droits de l’enfant.",Remise de rapport,2018,True
2018-11-21,11,08h30,Entretien avec le Premier ministre.,Entretien,2018,True
2018-11-21,11,09h00,Conseil restreint de Défense.,Conseil de défense,2018,True
2018-11-21,11,10h30,Conseil des ministres.,Conseil des ministres,2018,True
2018-11-21,11,13h00,"Déjeuner avec Cheikh Mohammed Bin Zayed AL NAHYAN, Prince héritier d’Abou-Dhabi.",Déjeuner,2018,True
2018-11-21,11,17h30,Réunion avec le bureau de l’association des Maires de France et des présidents d'intercommunalité (AMF).,Entretien,2018,True
2018-11-21,11,19h00,Réception en l’honneur des maires de France à l’occasion du congrès de l’AMF.,Réception,2018,True
2018-11-22,11,09h45,"Entretien avec Mme Marlène SCHIAPPA, secrétaire d’Etat chargée de l’égalité entre les femmes et les hommes et de la lutte contre les discriminations.",Entretien,2018,True
2018-11-22,11,10h30,"Réunion avec les Associations de défense des droits des personnes LGBT en présence de Mme Marlène SCHIAPPA, secrétaire d’Etat chargée de l’égalité entre les femmes et les hommes et de la lutte contre les discriminations.",Entretien,2018,True
2018-11-22,11,15h00,"Entretien avec M. Didier GUILLAUME, ministre de l’Agriculture et de l’Alimentation.",Entretien,2018,True
2018-11-22,11,17h00,"Entretien avec Mme Frédérique VIDAL, ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation.",Entretien,2018,True
2018-11-23,11,13h00,Déjeuner avec des représentants du cluster maritime.,Déjeuner,2018,True
2018-11-23,11,16h30,Remise du rapport de Mme Bénédicte SAVOY et M. Felwine SARR sur la restitution du patrimoine culturel africain.,Remise de rapport,2018,True
2018-11-26,11,09h00,Conseil restreint de défense.,Conseil de défense,2018,True
2018-11-26,11,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-11-26,11,13h00,Déjeuner avec le Premier ministre.,Déjeuner,2018,True
2018-11-26,11,15h00,Prise d’armes et remise de décorations à l’Hôtel national des Invalides.,Cérémonie officielle,2018,True
2018-11-26,11,16h00,"Entretien avec Mme Florence PARLY, ministre des Armées.",Entretien,2018,True
2018-11-27,11,09h00,Installation du Haut Conseil pour le climat suivi d’une présentation de la stratégie et de la méthode pour la transition écologique en présence du Conseil national de la transition écologique (CNTE).,Rencontre,2018,True
2018-11-27,11,12h00,"Visite du Centre Georges Pompidou avec M. Klaus IOHANNIS, Président de la Roumanie, à l’occasion de l’ouverture de la saison croisée France-Roumanie.",Rencontre,2018,True
2018-11-27,11,13h00,"Déjeuner avec M. Klaus IOHANNIS, Président de la Roumanie.",Déjeuner,2018,True
2018-11-28,11,Toute la journée,Déplacement en Argentine dans le cadre d’une visite officielle.,Voyage officiel,2018,True
2018-11-29,11,Toute la journée,Déplacement en Argentine dans le cadre d’une visite officielle.,Voyage officiel,2018,True
2018-11-30,11,Toute la journée,Déplacement au Sommet du G20.,Sommet,2018,True
2018-12-01,12,Toute la journée,Déplacement au Sommet du G20.,Sommet,2018,True
2018-12-04,12,11h00,"Entretien avec M. Gérard LARCHER, Président du Sénat.",Entretien,2018,True
2018-12-04,12,13h15,Déjeuner avec le Premier ministre,Déjeuner,2018,True
2018-12-04,12,16h30,"Réunion ministérielle en présence du Premier ministre, de MM. Gérald DARMANIN ministre de l'Action et des Comptes publics et Olivier DUSSOPT, secrétaire d'État auprès du ministre de l'Action et des Comptes publics.",Entretien,2018,True
2018-12-05,12,08h30,Entretien avec le Premier ministre.,Entretien,2018,True
2018-12-05,12,09h00,Conseil restreint de défense.,Conseil de défense,2018,True
2018-12-05,12,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-12-07,12,11h00,"Entretien avec M. Gianni INFANTINO, Président de la Fédération internationale de football association (FIFA).",Entretien,2018,True
2018-12-11,12,16h00,"Réunion de mobilisation du secteur bancaire en présence du Premier ministre, de MM. Bruno LEMAIRE,  ministre de l’Economie et des Finances et Gérald DARMANIN, ministre de l’Action et des Comptes publics.",Rencontre,2018,True
2018-12-11,12,19h30,Réception avec les parlementaires de la majorité.,Réception,2018,True
2018-12-12,12,09h30,Entretien avec le Premier ministre.,Entretien,2018,True
2018-12-12,12,10h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-12-12,12,16h30,"Réunion de mobilisation des entreprises, en présence du Premier ministre, de MM. Bruno LEMAIRE, ministre de l’Economie et des  Finances et de Mme Muriel PENICAUD, ministre du Travail.",Rencontre,2018,True
2018-12-13,12,Après-midi,"Conseil européen, Bruxelles.",Sommet,2018,True
2018-12-14,12,Toute la journée,"Conseil européen, Bruxelles.",Sommet,2018,True
2018-12-14,12,19h00,Cérémonie de remise de lettres de créances.,Cérémonie officielle,2018,True
2018-12-17,12,15h00,"Entretien avec S. Exc. M. Roch Marc Christian KABORÉ, Président du Burkina Faso.",Rencontre,2018,True
2018-12-17,12,19h30,"Réception en l'honneur de l'équipe de France féminine de handball, championne d'Europe",Réception,2018,True
2018-12-18,12,16h00,"Réunion de mobilisation avec les mutuelles, les assureurs et les instituts de prévoyance en présence de Mme Agnès Buzyn, ministre des Solidarités et de la Santé, et de M. Bruno Le Maire, ministre de l’Economie et des Finances.",Rencontre,2018,True
2018-12-18,12,18h00,"Réunion ministérielle de préparation du grand débat national, en présence du Premier ministre.",Entretien,2018,True
2018-12-19,12,08h30,Entretien avec le Premier ministre.,Entretien,2018,True
2018-12-19,12,09h00,Conseil des ministres.,Conseil des ministres,2018,True
2018-12-19,12,12h00,Conseil restreint de défense.,Conseil de défense,2018,True
2018-12-19,12,15h30,Arbre de Noël de l’Elysée.,Réception,2018,True
2018-12-20,12,Matin,Visite d'un Village d’enfants géré par la Fondation Action Enfance à Soissons.,Rencontre,2018,True
2018-12-22,12,Toute la journée,Déplacement au Tchad.,Voyage officiel,2018,True
2018-12-23,12,Toute la journée,Déplacement au Tchad.,Voyage officiel,2018,True
2018-12-31,12,20h00,Vœux 2019 aux Français.,Discours,2018,True
